created_at,full_text,username,label_UK
Wed May 01 13:33:31 +0000 2024,Sebenarnya isak jugasi kek dia 26 sunja 17 cuma kelakuannya masih benerlah. Teruss padahal ini bare minimum dia naro bekas dia makan ke dapur aje w ikut ngasih jempol since di zaman itu kan patriarki kentel bet yaw,parqcanyol,"UK_patriarki, UK_misogyny"
Sun Apr 14 11:48:42 +0000 2024,tadi diserang jurus andalan patriarki ngapain perempuan sekolah tinggi tinggi sm sodara deket dan yg paling nekenin soal itu perempuan juga wkwk. i will never get triggered by these people since my dad always raised me buat sekolah ya walopun dulu blio pernah mikir kyk gt jg,eepy_princess,UK_patriarki
Wed Apr 10 16:24:12 +0000 2024,Noticing my bro has so much development since married dan aku ngga menyangka soalnya pas jaman bujang dia terlihat sangat egois dan terlihat akan sangat patriarki . Ternyata engga bjiiirrr,nelykaromah,UK_patriarki
Wed Apr 10 12:33:38 +0000 2024,Aku as orang minang setuju sama opini ini. Masih tinggi untuk masalah patriarki disini :D contoh paling dekatnya sih keluarga besar ku :D,ivlcecy_,UK_patriarki
Tue Mar 12 19:13:34 +0000 2024,To me emang fans bola sama fans kpop gak bisa dicompare. Orang khususnya cowok ngefans bola kebanyakan juga karena paham patriarki cowok itu harus suka bola kalau gak suka bola bukan cowok namanya I got that a lot since I don t like soccer at all,affogatron,UK_patriarki
Thu Feb 22 03:13:22 +0000 2024,Barusan baca soal patriarki mantanku ada yang udah mau ngajak nikah since dia kerja gajinya banyak nolnya. Kamu harus ikut aku kamu harus ngelayanin aku. Aku gaboleh kerja? Gak usah kamu kan dirumah aja masak Kuputusin ,dikeycuy,UK_patriarki
Mon Jan 15 05:00:05 +0000 2024,cowok gw kalau bisa baca pls baca ini tp lo GABISA BACA SINCE LO PATRIARKI,pisthaciu,UK_patriarki
Thu Apr 10 11:10:00 +0000 2025,@ismailhasan13 Tentu saja tidak. Dia kan Feminis yg benci Islam. Jd cuma Islam saja yg dia tegur yg lain mana berani. Kenapa? Karena Oten &amp; kawan2 mendukung pergerakan dia makanya ga berani kritik. Then again bukan betina femi namanya kalau belum Hipokrit &amp; Standar Ganda.,republic_id2,"UK_patriarki, UK_misogyny"
Wed Apr 09 09:34:35 +0000 2025,@stoppinjol666 @livngn Kalo ga pake embel2 betina ya feminis,deapsssss,"UK_patriarki, UK_misogyny"
Sat Apr 05 17:46:57 +0000 2025,@creamwaffer69 @quesehra giliran peminis-peminis ini yg dikatain lonte/perek ama yg anti dgn pergerakan mereka langsung teriak-teriak pelecehan seksual. lawak sekali emang kelakuan betina-betina feminis berbulu ketek itu. ,republic_id2,"UK_patriarki, UK_misogyny"
Fri Apr 04 03:01:21 +0000 2025,@HulubalangArc Selalu spesis yg suka claim konon melayu dulu telanjang ni mesti spesis keling pajeet liberal dgn betina melayu feminis rahayu dua spesis ni ada fetish dgn budaya hindu nusantara sebab mmg hindu ni mmg banyak unsur telanjang dgn rogol.Itu belum lagi masuk bab kasta dgn sati. https://t.co/6xszBNXm6s,ElonMas15537660,"UK_patriarki, UK_misogyny"
Thu Apr 03 02:25:13 +0000 2025,@fasabimuhammad @sampahsushi69 @hanmula Kemaren gw pernah bahas juga soal value / kesetaraan pas kaum betina rahim anget / feminis mojokin terus malah gw diserang sama kaum mereka dan ada aja penyefongnya juga,timotius_aprino,"UK_patriarki, UK_misogyny"
Wed Apr 02 08:15:06 +0000 2025,@basebuku lanjutin mbaca ada serigala betina dalam diri setiap perempuan ini tuhh psikologi feminis tapi berhasil bikin gua mewek apalagi bagian2 penyintas kekerasan (sangat rekomen dibaca apalagi mengingat bulan ini ada memperingati hari kartini),saras_wendy,"UK_patriarki, UK_misogyny"
Sun Mar 30 12:52:54 +0000 2025,Cia from @AvenueJ_OFC dalam sekali bacaannya Ada Serigala Betina dalam Diri Setiap Perempuan: Psikologi Feminis untuk Meretas Patriarki by Ester Lianawati. https://t.co/ipG9MEDMu9,jkt48reads,"UK_patriarki, UK_misogyny"
Sat Mar 15 05:38:15 +0000 2025,@exconstellation @KSubktkn Klo T-rex feminis ga min soalnya yg betina lebih aktif mencari mkn dari pda yg jantan?,Bandivokt2,"UK_patriarki, UK_misogyny"
Mon Mar 10 10:23:25 +0000 2025,@Singularyvin Anjing betina yg memiliki ideologi ya feminis x,professordeka,"UK_patriarki, UK_misogyny"
Sat Mar 08 08:56:12 +0000 2025,@Pai_C1 Jgn cari yg spek piala bergilir / kaum betina rahim anget / feminis Nanti kyk divideo,timotius_aprino,"UK_patriarki, UK_misogyny"
Tue Feb 25 06:27:06 +0000 2025,@tanyarlfes Inilah contoh kaum betina rahim anget / feminis kalo ngomong yg enggak bisa bedain nyari setara / bkn / bahkan enggak bisa bedain yg prioritas dan bkn Toh itu biasa naik mobil emgnya mobil pribadi??? Dan kalo pribadi emgnya byrnya cash / nyicil???,timotius_aprino,"UK_patriarki, UK_misogyny"
Mon Feb 24 11:11:18 +0000 2025,gasetuju sama feminis tuh boleh2 aja. gue jg sama kok. (Itu akun soalnya vokal soal counter feminisme) tapi klo dgn ga setuju sama feminisme menjadikan u misoginis mah wkwkwk ke laut aje. nyebut wanita pake betina tuh serendah2nya makhluk berakal. pathetic.,lilaccountz,"UK_patriarki, UK_misogyny"
Wed Feb 19 09:51:36 +0000 2025,cowok gini kenapa ya? jengah banget liat laki kalo liat penderitaan laki lain malah suka tbtb bawa feminis lah ngerendahin cewek lah dan andalan lain kalo gak nyebut betina pake women ? faktor sosial apa dah kayak gini? https://t.co/HErUOsV3oI,juangkasatria,"UK_patriarki, UK_misogyny"
Wed Feb 12 05:56:38 +0000 2025,Laki2 yg dinginkan betina feminis modern dgn kampanye anti-patriarkinya. Intinya betina ingin ridicule Patriarki sampai ketahap laki2 malu jadi patriarch yg end goals seperti di video ini biar mereka para betina bisa bermalas2an &amp; tak berguna. Cuma jd beban operan ortunya,republic_id2,"UK_patriarki, UK_misogyny"
Tue Feb 11 02:45:40 +0000 2025,@amrilnuryan Yg ga mau ikut perintah Tuhan kan kebanyakan betina-betina feminis itu. ,republic_id2,"UK_patriarki, UK_misogyny"
Tue Feb 11 02:37:36 +0000 2025,Kalau perannya di balik Langsung dapat hujatan mokondo playboy ga nge-hargain perasaan betinanya binatang dll. Ada aja standar ganda dari betina-betina feminis berambut biru gendut berbulu ketek &amp; sengklek ini. ??,republic_id2,"UK_patriarki, UK_misogyny"
Tue Feb 11 00:33:26 +0000 2025,Masa depan betina-betina feminis magang Indon Raya ,republic_id2,"UK_patriarki, UK_misogyny"
Sat Feb 08 15:32:56 +0000 2025,@secrtadmire_R okeyy noted. Klo buku Ada serigala betina dalam diri setiap perempuan: psikologi feminis untuk meretas patriarki ini udh baca blom kak?,au_uyia,"UK_patriarki, UK_misogyny"
Thu Feb 06 13:07:58 +0000 2025,betina-betina feminis Indon yg anti-patriarki pasti senang dengan cerita seperti ini.,republic_id2,"UK_patriarki, UK_misogyny"
Thu Feb 06 10:48:21 +0000 2025,kenapa aku lebih kangen anjingku ya dibanding anggota keluargaku? kangen sih tapi lebih kangen anjing betina feminis cantik gue,prabowty,"UK_patriarki, UK_misogyny"
Tue Feb 04 11:29:14 +0000 2025,Betina kalau membunuh cuma dapat 100 jam community service. Ga di penjara. Ga ada sebatang ekor feminis pun yg kelihatan yg teriak2 soal kesetaraan hukuman bagi pembunuh. Jadi feminis teriak2 kesetaraan itu cuma hak aja kalau kewajiban &amp; konsekuensi mah engga. Hipokrit.,republic_id2,"UK_patriarki, UK_misogyny"
Tue Feb 04 01:39:31 +0000 2025,Persis seperti apa yg diinginkan kaum feminis &amp; betina modern Indon Raya. Menormalisasi menjadi sex object karena kepuasaan &amp; nafsu kaum betina adalah urusan paling penting bagi betina. ,republic_id2,"UK_patriarki, UK_misogyny"
Mon Feb 03 18:33:56 +0000 2025,@bojackkz @stafsusthe2 @califorcenia @Ronjuror @noerriel31 @faridhamsah @reyhan2ff terus kalau suami yg kerja &amp; istri cuma planga-plong di rumah ga ada kontribusi apa-apa itu juga patriarki? Suami kerja istri ga kerja = patriarki Istri kerja suami ga kerja = patriarki Tipikal logika betina feminis sengklek. ,republic_id2,"UK_patriarki, UK_misogyny"
Mon Feb 03 14:43:35 +0000 2025,betina feminis yg menyamar menjadi laki-laki selama 18 bulan.. dia ga kuat. ,republic_id2,"UK_patriarki, UK_misogyny"
Sun Feb 02 14:58:15 +0000 2025,@tanyarlfes semoga feminis2 semacam betina satu ini diberi kemudahan untuk menjaga pendiriannya untuk menjadi feminis dengan tidak memerlukan pernikahan dalam hidup-nya. AAMIIN,UrFanbase,"UK_patriarki, UK_misogyny"
Sun Feb 02 01:16:19 +0000 2025,@MireinaRiviere sebentar lg bakalan muncul feminis &amp; betina dng narasi andalan ego laki2 rapuh nya karena membunuh beti.. err.. lonte yg suka ngangkang bebas seperti anjing jalanan. ,republic_id2,"UK_patriarki, UK_misogyny"
Fri Jan 31 13:11:38 +0000 2025,@junoaggy Giliran pov cowo kenapa cerai para betina feminis ini mulai nyerang,tejepe,"UK_patriarki, UK_misogyny"
Fri Jan 31 12:41:45 +0000 2025,@memefess Phobia betina sampah di aplikasi X sipaling pembela wanita feminis tai anjing. Aslinya adalah mahluk hina ga ada kontribusi apa2,Whothehelliam_,"UK_patriarki, UK_misogyny"
Fri Jan 31 10:42:43 +0000 2025,pernah komen ngejelasin kenapa ladies parking dibutuhkan setelah dikasih penjelasan eh ngatain dasar betina feminis udah nggak lanjut argumen lagi biar like komen yang nge-ratio in ??,chuuyarie,"UK_patriarki, UK_misogyny"
Fri Jan 24 00:14:40 +0000 2025,@tanyakanrl Rame krn kebanyakan diributin sama kaum betina rahim anget &amp; feminis,timotius_aprino,"UK_patriarki, UK_misogyny"
Wed Jan 22 17:07:19 +0000 2025,jika ada betina-betina &amp; ally feminis di Indon nanyain lo faham feminisme apa ga.. tunjukin aja video ini. ini lah buah hasil feminisme. ,republic_id2,"UK_patriarki, UK_misogyny"
Tue Jan 14 08:47:34 +0000 2025,@basebuku Ada Serigala Betina dalam Diri Setiap Perempuan (Kalo mau yang serus dan penasaran soal feminis baca ini guiss nonfiction ya) Perempuan di Titik Nol (Cerita menyayat hati hidupnya Firdaus beneran bikin tarik napas yang baca),cann_aii,"UK_patriarki, UK_misogyny"
Sun Jan 12 12:01:30 +0000 2025,aku setiap saat w bukan feminis tapi Buku bacaanku the alpha girls perempuan di titik nol cantik itu luka tuhan izinkan aku menjadi pelacur ada serigala betina dalam diri perempuan dan banyak lagi,Susiarista4,"UK_patriarki, UK_misogyny"
Tue Jan 07 22:16:20 +0000 2025,@GOWONGAMING Kak aku liat rep kamu jadi mjb ya. Brgkli list bukunya cocok. Ada serigala betina dalam diri setiap perempuan - Ester Lianawati Analisis gender &amp; transformasi sosial - Mansour Fakih Filsafat berspektif feminis - Gadis Arivia Perempuan di titik nol - Nawal El Saadawi,darkmidnghts,"UK_patriarki, UK_misogyny"
Mon Jan 06 12:52:05 +0000 2025,@poetryofjulyr mereka cuma peduli sama perempuan dalam kelompoknya aja giliran sama perempuan diluar kelompok (apalagi yang feminis) dikatain betina lonte memek pun dibiarin aja pdahal sama-sama cewek. Peak perfomative activism. https://t.co/6SJW9dOsaF,sukunaryou,"UK_patriarki, UK_misogyny"
Sun Jan 05 18:11:30 +0000 2025,kaum betina ga keberatan &amp; dengan senang hati ngurusin 3 anjing. tapi giliran urus 1 bayi darah daging nya sendiri minta bayaran karena itu unpaid labour menurut para betina-betina feminis muka beruk itu. ,republic_id2,"UK_patriarki, UK_misogyny"
Mon Dec 23 02:30:03 +0000 2024,@garrettcaramel Namanya juga kaum betina rahim anget / feminis Giliran yg goodlooking / good rekening dibuka semua itu baju - selangkangan,timotius_aprino,"UK_victim, UK_patriarki, UK_misogyny"
Sun Dec 22 15:22:38 +0000 2024,@ZLianni @notskizo lu yang bajingan ngentot. tipe2 betina momekdo kalo soal duit make prinsip patriarki gaji suami buat hidupin semua gaji istri buat self reward tapi kerjaan rumah 50:50. bener2 tai anjing feminis tolol,KimJoungUnch,"UK_patriarki, UK_misogyny"
Sun Dec 22 06:36:05 +0000 2024,@hanmula Kaum betina rahim anget / feminis pas liat berita ini lgsg kicep kyk ditabok duit,timotius_aprino,"UK_patriarki, UK_misogyny"
Tue Nov 26 13:01:15 +0000 2024,@dihkiiw__ Coba lu ngomong gitu ke betina betina lesbi ini yg lecehin perempuan pejuang feminis. Pasti lu ga berani,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 12:58:34 +0000 2024,@ChewbaccaSmom @orngautmnprds Si risa mah bukan feminis tapi betina lesbi. Dia ga terima kalau ada perempuan pejuang feminis ngomong gitu. Nah terjadilah tendensi melecehkan. Nah yg viralin tweet2ku pun lecehin perempuan juga. Intinya betina2 lesbi ini ga mau kalau ada perempuan yg bahagia dgn laki2.,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 12:40:23 +0000 2024,Para betina lesbi langsung mingkem notif gue sepi. Ayo dong lagi tolol. Kayanya langsung briefing kurang lebih gini yu udahan yu banyak lesbi yg blunder soalnya ngelecehin perempuan pejuang feminis. Liat noh si hadi jadi semakin mojokin kita ,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 12:38:08 +0000 2024,@catbunnyna_ Coba ngomong gitu ke betina lesbi yg lecehin perempuan pejuang feminis. Ga akn berani gue yakin https://t.co/X2grTRGh9a,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 12:22:30 +0000 2024,Ini betina lesbi kemarenan paling aktif reply ke gue puluhan kali ga gue respon karena sampah bgt. Giliran blunder udah ngelecehin perempuan pejuang feminis langsung ngilang. Ideologi mana yang kalian anut? https://t.co/PVmampumYM,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 12:19:37 +0000 2024,@LArsitek87 @mamakmumdak Berani ga bang geruduk ini? Betina lesbi itu lecehin perempuan pejuang feminis. Sedangkan gue misinformasi yg bgeguruduk memahami konteks secara utuh aja gagal. Coba lu main ke thread ini siapa tau lu tercerahkan,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 12:14:24 +0000 2024,Reply di sini mengolok-olok pejuang feminis. See feminis yg sesungguhnya akan selalu dicoreng nama baiknya oleh feminazi dan kebanyakan feminazi itu betina lesbi yg berusaha merusak kebahagiaan para perempuan. Masih pada buta lu?,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 12:05:01 +0000 2024,Coba lu ngomong depan muka si risa betina lesbi ini yg ngerendahin perempuan pejuang feminis. Yg ada lu dijauhin betina lesbi lainnya. Berani taruhan? https://t.co/Ks6SNE1Pme,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 11:37:40 +0000 2024,@tantrumka Bukan pembelaan betina lesbi tolol. Lo liat perempuan feminis sekalipun tetep dapet perlakuan gini dari kaum hina kelompok lu. Masih denial? Berani lu geruduk si betina lesbi itu? Ga berani kan? https://t.co/MWo6ssu9J1,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 10:28:13 +0000 2024,Kesimpulan 3 hari ini: - yg recokin gue kbnykn betina lesbi - org2 yg ikut ngerecokin terprovokasi krn skrinsut-an sepotong tanpa membaca utuh - betina lesbi yg bener2 ngerendahin perempuan feminis ga ada yg nge-hate karena betina lesbi yg nge-hate - bisnis gue laku Case closed https://t.co/Xxa3QWYNMC,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 10:14:19 +0000 2024,@ChewbaccaSmom @orngautmnprds Ke betina lesbinya dong dek masa ke feminis. Feminis mah kaga ada masalah sama gue. Yg bermasalah sama gue sbb: - betina lesbi yg berlindung dibalik feminis - feminazi. Coba cari di tweet gue ah kan daritadi menyelam ke tweet gue masa gak nemu. Jan manjaaaaaa ,haditricoswara,"UK_patriarki, UK_misogyny"
Tue Nov 26 08:36:28 +0000 2024,@avocadofloat20 @deep_darkred @menghanyurkan namanya jg betina feminis otak sengklek bin tolol. ngarep apa dari mereka?,republic_id2,"UK_patriarki, UK_misogyny"
Tue Nov 26 02:18:27 +0000 2024,@harrysofian Ya saya paham. Anda menanggapi twit Yogi. Tapi itu adalah tanggapan dia ttg si pemilik resto Chago yg menyebut perempuan2 yg dilabel feminis seperti Meutia dengan sebutan betina. Bahwa 'betina' tsb tidak layak disebut perempuan Twit menggunakan bahasa Indo bukan Palembang,ikbenmoi,"UK_patriarki, UK_misogyny"
Mon Nov 25 13:03:05 +0000 2024,@Spiderwots616 ? dibilang MANSPLAINING marah2 lagi. kak Meutia kemarin cuma laki2 gak dapat cerita kepedihan dari ibunya ama ada feminis ngomong dimwit ke lakiÃÂ² ego kalian terbakar rame2 kaum kalian bilang kak Meutia perempuan ga guna cuma bisa hidup buat mens doang ama koar Betina Hina,fitrianiko9514,"UK_patriarki, UK_misogyny"
Mon Nov 25 10:47:34 +0000 2024,@republic_id2 @KINGG_B0B Hati2 di ss twitnya dan didoxxing: Ni laki2 gatau diri nyebut2 betina segala buat ngatain feminis blablabla emg gk bisa menghargai wanita ,law4npenipu4n,"UK_patriarki, UK_misogyny"
Mon Nov 25 08:08:55 +0000 2024,#NAME?,Harsariady,
Mon Nov 25 07:51:53 +0000 2024,@ptrbrmnty Cuman nyerang fisik opini lu? Kan yg dipermasalahkan betina tantrum bukan betina sabar dan bijak. Coba klu cwok ngomong ke cwek ttg pakaian. Langsung dihujat dan diserang habis-habisan ama kaum feminis nazi My BoDy My ChOiCe .,Hasby21834910,"UK_victim, UK_patriarki, UK_misogyny"
Mon Nov 25 06:06:21 +0000 2024,@tirnoyo Ya karena itu. Intention kalimatnya ke arah mana. Orang2 sbnernya marah krn kata itu digunakan untuk merendahkan perempuan. Kemudian di tempelin label feminis. Jadilah betina feminis. Dua kata yg digunakan untuk merendahkan orang yg gak sepaham dgn dia,TabibKerajaan,"UK_patriarki, UK_misogyny"
Sun Nov 24 19:17:16 +0000 2024,@KINGG_B0B ya udah pasti betina-betina feminis gendut &amp; berambut ungu &amp; berbulu ketek itu. mereka iri ada betina lain bisa punya pasangan &amp; happy. tidak seperti mereka yg punya hubungan buruk dgn laki2 terutama dgn bapaknya.,republic_id2,"UK_patriarki, UK_misogyny"
Sun Nov 24 13:27:32 +0000 2024,aku bukan feminis bukan avkor bukan wibu. tapi tersinggung sih lu nyebut betina :),ciqalbakal,"UK_patriarki, UK_misogyny"
Sun Nov 24 11:17:55 +0000 2024,@kayseraphine Namanya juga kaum betina rahim anget / feminis Merasa paling bnr tapi ngak sadar diri... Kyk misalkan kaum mereka kepengen punya cowok rmh gede tapi kaum mereka kebanyakan itu masih tinggal di rmh gang sempit / bahkan cman ngekos... Value mereka masih dibawah rata ,timotius_aprino,"UK_patriarki, UK_misogyny"
Sun Nov 24 07:21:11 +0000 2024,Capek banget lihat tl bacanya betina lah feminis lah mpreg lah. I will just block and move on karena hidup sudah terlalu ai saat,cyrawords,"UK_patriarki, UK_misogyny"
Sun Nov 24 06:43:58 +0000 2024,Fakta: Kalau benar adanya feminazi itu memperjuangkan kaya feminis lalu kenapa mereka ga semasif kemaren bacotin reply yg ada di base ini? Yak betul karena fomo &amp; kebanyakan betina lesbi caper anon yg ngerusuhnya. Merka ga suka klo baca cerita yg bahagia dr perempuan. Jelas ya,haditricoswara,"UK_patriarki, UK_misogyny"
Sun Nov 24 06:12:16 +0000 2024,Setelah ngecek tab notif ternyata kebanyakan yg ga terima disebut BETINA adalah para lesbi. Mereka gak nyaman karena persembunyian mereka dibalik feminis gue acak-acak. Perempuan baik2 mah anteng-anteng aja ini betina lesbi so soan ngecounter gue ya ga mempan anjing ,haditricoswara,"UK_patriarki, UK_misogyny"
Sun Nov 24 06:03:52 +0000 2024,Gak gentar buat basmi feminazi yg menjadi borok buat pejuang feminis. Lo semua ga ada ruang dan hak atas sebutan perempuan kaliaan hanya betina yang iri terhadap perempuan baik-baik. ,haditricoswara,"UK_patriarki, UK_misogyny"
Sun Nov 24 05:57:40 +0000 2024,Gue beneran kasian sama pejuang feminis cape cape visi misi mereka buat diwujudin eh para betina feminazi malah ngerusaknya dengan war gender ini dari dulu loh. Makanya yg menggeser fungsi dan makna feminis ini ga pantes disebut perempuan melainkan BETINA! ,haditricoswara,"UK_patriarki, UK_misogyny"
Sun Nov 24 05:50:54 +0000 2024,@airhuwjan Sangat pantas sekali dong sebutan betina. Perempuan hanya sebutan untuk manusia yg memiliki adab seperti feminis. Sedangkan betina untuk feminazi.,haditricoswara,"UK_patriarki, UK_misogyny"
Sun Nov 24 05:49:05 +0000 2024,@ANNNGEEEEEEL Apasih betina lesbi caper mulu nih kaum pelangi. Udah melawan kodrat rusakin pejuang feminis tolol,haditricoswara,"UK_patriarki, UK_misogyny"
Sun Nov 24 02:31:57 +0000 2024,@peachyfraise Hah? Ngerendahin perempuan? Perasaan yg disebut geng mutia deh gak nyebut gender. Enak aja geng mutia mau disamain sama perempuan mereka itu BETINA! Sekali lagi BETINA!! Tolong bedakan antara perempuan dan BETINA pun berlaku harus bisa bedain feminis dan feminazi,haditricoswara,"UK_patriarki, UK_misogyny"
